"Continent","Country","Date","Births","Gender"
"Europe","Belarus","2014-11-01",2258,"Female"
"Europe","Belarus","2014-12-01",2684,"Female"
"Europe","Belarus","2014-12-01",2334,"Female"
"Europe","Belarus","2015-01-01",2880,"Female"
"Europe","Belarus","2015-01-01",2507,"Female"
"Europe","Belarus","2015-02-01",2422,"Female"
"Europe","Belarus","2015-02-01",2108,"Female"
"Europe","Belarus","2015-03-01",2697,"Female"
"Europe","Belarus","2015-03-01",2348,"Female"
"Europe","Belarus","2015-04-01",2686,"Female"
"Europe","Belarus","2015-04-01",2338,"Female"
"Europe","Belarus","2015-05-01",2696,"Female"
"Europe","Belarus","2015-05-01",2347,"Female"
"Europe","Belarus","2015-06-01",2982,"Female"
"Europe","Belarus","2015-06-01",2595,"Female"
"Europe","Belarus","2015-07-01",3189,"Female"
"Europe","Belarus","2015-07-01",2775,"Female"
"Europe","Belarus","2015-08-01",3023,"Female"
"Europe","Belarus","2015-08-01",2631,"Female"
"Europe","Belarus","2015-09-01",2980,"Female"
"Europe","Belarus","2015-09-01",2593,"Female"
"Europe","Belarus","2015-10-01",2907,"Female"
"Europe","Belarus","2015-10-01",2530,"Female"
"Europe","Belarus","2015-11-01",2797,"Female"
"Europe","Belarus","2015-11-01",2434,"Female"
"Europe","Belarus","2015-12-01",2757,"Female"
"Europe","Belarus","2015-12-01",2400,"Female"
"Europe","Belarus","2016-01-01",2866,"Female"
"Europe","Belarus","2016-01-01",2494,"Female"
"Europe","Belarus","2016-02-01",2673,"Female"
"Europe","Belarus","2016-02-01",2327,"Female"
"Europe","Belarus","2016-03-01",2892,"Female"
"Europe","Belarus","2016-03-01",2518,"Female"
"Europe","Belarus","2016-04-01",2741,"Female"
"Europe","Belarus","2016-04-01",2386,"Female"
"Europe","Belarus","2016-05-01",2764,"Female"
"Europe","Belarus","2016-05-01",2406,"Female"
"Europe","Belarus","2016-06-01",2908,"Female"
"Europe","Belarus","2016-06-01",2531,"Female"
"Europe","Belarus","2016-07-01",3029,"Female"
"Europe","Belarus","2016-07-01",2637,"Female"
"Europe","Belarus","2016-08-01",3013,"Female"
"Europe","Belarus","2016-08-01",2623,"Female"
"Europe","Belarus","2016-09-01",2882,"Female"
"Europe","Belarus","2016-09-01",2508,"Female"
"Europe","Belarus","2016-10-01",2693,"Female"
"Europe","Belarus","2016-10-01",2344,"Female"
"Europe","Belarus","2016-11-01",2604,"Female"
"Europe","Belarus","2016-11-01",2266,"Female"
"Europe","Belarus","2016-12-01",2589,"Female"
"Europe","Belarus","2016-12-01",2253,"Female"
"Europe","Belarus","2017-01-01",2580,"Female"
"Europe","Belarus","2017-01-01",2246,"Female"
"Europe","Belarus","2017-02-01",2259,"Female"
"Europe","Belarus","2017-02-01",1967,"Female"
"Europe","Belarus","2017-03-01",2479,"Female"
"Europe","Belarus","2017-03-01",2159,"Female"
"Europe","Belarus","2017-04-01",2286,"Female"
"Europe","Belarus","2017-04-01",1991,"Female"
"Europe","Belarus","2017-05-01",2507,"Female"
"Europe","Belarus","2017-05-01",2183,"Female"
"Europe","Belarus","2017-06-01",2565,"Female"
"Europe","Belarus","2017-06-01",2233,"Female"
"Europe","Belarus","2017-07-01",2624,"Female"
"Europe","Belarus","2017-07-01",2285,"Female"
"Europe","Belarus","2017-08-01",2647,"Female"
"Europe","Belarus","2017-08-01",2305,"Female"
"Europe","Belarus","2017-09-01",2463,"Female"
"Europe","Belarus","2017-09-01",2145,"Female"
"Europe","Belarus","2017-10-01",2341,"Female"
"Europe","Belarus","2017-10-01",2038,"Female"
"Europe","Belarus","2017-11-01",2287,"Female"
"Europe","Belarus","2017-11-01",1991,"Female"
"Europe","Belarus","2017-12-01",2257,"Female"
"Europe","Belarus","2017-12-01",1965,"Female"
"Europe","Belarus","2018-03-01",2247,"Female"
"Europe","Belarus","2018-03-01",1956,"Female"
"Europe","Belarus","2018-04-01",2069,"Female"
"Europe","Belarus","2018-04-01",1802,"Female"
"Europe","Belarus","2018-05-01",2382,"Female"
"Europe","Belarus","2018-05-01",2074,"Female"
"Europe","Belarus","2018-06-01",2179,"Female"
"Europe","Belarus","2018-06-01",1897,"Female"
"Europe","Belarus","2018-07-01",2401,"Female"
"Europe","Belarus","2018-07-01",2090,"Female"
"Europe","Belarus","2018-08-01",2491,"Female"
"Europe","Belarus","2018-08-01",2169,"Female"
"Europe","Belarus","2018-09-01",2148,"Female"
"Europe","Belarus","2018-09-01",1870,"Female"
"Europe","Belarus","2018-10-01",2412,"Female"
"Europe","Belarus","2018-10-01",2100,"Female"
"Europe","Belarus","2018-11-01",2160,"Female"
"Europe","Belarus","2018-11-01",1881,"Female"
"Europe","Belarus","2018-12-01",1998,"Female"
"Europe","Belarus","2018-12-01",1739,"Female"
"Europe","Belgium","1980-01-01",2687,"Female"
"Europe","Belgium","1980-01-01",2568,"Female"
"Europe","Belgium","1980-02-01",2556,"Female"
"Europe","Belgium","1980-02-01",2443,"Female"
"Europe","Belgium","1980-03-01",2740,"Female"
"Europe","Belgium","1980-03-01",2619,"Female"
"Europe","Belgium","1980-04-01",2763,"Female"
"Europe","Belgium","1980-04-01",2640,"Female"
"Europe","Belgium","1980-05-01",2808,"Female"
"Europe","Belgium","1980-05-01",2684,"Female"
"Europe","Belgium","1980-06-01",2726,"Female"
"Europe","Belgium","1980-06-01",2606,"Female"
"Europe","Belgium","1980-07-01",2828,"Female"
"Europe","Belgium","1980-07-01",2703,"Female"
"Europe","Belgium","1980-08-01",2709,"Female"
"Europe","Belgium","1980-08-01",2589,"Female"
"Europe","Belgium","1980-09-01",2737,"Female"
"Europe","Belgium","1980-09-01",2616,"Female"
"Europe","Belgium","1980-10-01",2796,"Female"
"Europe","Belgium","1980-10-01",2672,"Female"
"Europe","Belgium","1980-11-01",2517,"Female"
"Europe","Belgium","1980-11-01",2406,"Female"
"Europe","Belgium","1980-12-01",2645,"Female"
"Europe","Belgium","1980-12-01",2528,"Female"
"Europe","Belgium","1981-01-01",2657,"Female"
"Europe","Belgium","1981-01-01",2539,"Female"
"Europe","Belgium","1981-02-01",2488,"Female"
"Europe","Belgium","1981-02-01",2377,"Female"
"Europe","Belgium","1981-03-01",2732,"Female"
"Europe","Belgium","1981-03-01",2611,"Female"
"Europe","Belgium","1981-04-01",2766,"Female"
"Europe","Belgium","1981-04-01",2644,"Female"
"Europe","Belgium","1981-05-01",2788,"Female"
"Europe","Belgium","1981-05-01",2664,"Female"
"Europe","Belgium","1981-06-01",2747,"Female"
"Europe","Belgium","1981-06-01",2626,"Female"
"Europe","Belgium","1981-07-01",2815,"Female"
"Europe","Belgium","1981-07-01",2691,"Female"
"Europe","Belgium","1981-08-01",2804,"Female"
"Europe","Belgium","1981-08-01",2680,"Female"
"Europe","Belgium","1981-09-01",2769,"Female"
"Europe","Belgium","1981-09-01",2647,"Female"
"Europe","Belgium","1981-10-01",2662,"Female"
"Europe","Belgium","1981-10-01",2544,"Female"
"Europe","Belgium","1981-11-01",2517,"Female"
"Europe","Belgium","1981-11-01",2405,"Female"
"Europe","Belgium","1981-12-01",2611,"Female"
"Europe","Belgium","1981-12-01",2495,"Female"
"Europe","Belgium","1982-01-01",2570,"Female"
"Europe","Belgium","1982-01-01",2457,"Female"
"Europe","Belgium","1982-02-01",2416,"Female"
"Europe","Belgium","1982-02-01",2310,"Female"
"Europe","Belgium","1982-03-01",2745,"Female"
"Europe","Belgium","1982-03-01",2624,"Female"
"Europe","Belgium","1982-04-01",2723,"Female"
"Europe","Belgium","1982-04-01",2602,"Female"
"Europe","Belgium","1982-05-01",2728,"Female"
"Europe","Belgium","1982-05-01",2607,"Female"
"Europe","Belgium","1982-06-01",2663,"Female"
"Europe","Belgium","1982-06-01",2546,"Female"
"Europe","Belgium","1982-07-01",2730,"Female"
"Europe","Belgium","1982-07-01",2609,"Female"
"Europe","Belgium","1982-08-01",2642,"Female"
"Europe","Belgium","1982-08-01",2525,"Female"
"Europe","Belgium","1982-09-01",2661,"Female"
"Europe","Belgium","1982-09-01",2543,"Female"
"Europe","Belgium","1982-10-01",2593,"Female"
"Europe","Belgium","1982-10-01",2478,"Female"
"Europe","Belgium","1982-11-01",2438,"Female"
"Europe","Belgium","1982-11-01",2330,"Female"
"Europe","Belgium","1982-12-01",2513,"Female"
"Europe","Belgium","1982-12-01",2402,"Female"
"Europe","Belgium","1983-01-01",2559,"Female"
"Europe","Belgium","1983-01-01",2446,"Female"
"Europe","Belgium","1983-02-01",2301,"Female"
"Europe","Belgium","1983-02-01",2199,"Female"
"Europe","Belgium","1983-03-01",2564,"Female"
"Europe","Belgium","1983-03-01",2451,"Female"
"Europe","Belgium","1983-04-01",2554,"Female"
"Europe","Belgium","1983-04-01",2441,"Female"
"Europe","Belgium","1983-05-01",2663,"Female"
"Europe","Belgium","1983-05-01",2545,"Female"
"Europe","Belgium","1983-06-01",2690,"Female"
"Europe","Belgium","1983-06-01",2571,"Female"
"Europe","Belgium","1983-07-01",2691,"Female"
"Europe","Belgium","1983-07-01",2572,"Female"
"Europe","Belgium","1983-08-01",2651,"Female"
"Europe","Belgium","1983-08-01",2534,"Female"
"Europe","Belgium","1983-09-01",2633,"Female"
"Europe","Belgium","1983-09-01",2517,"Female"
"Europe","Belgium","1983-10-01",2502,"Female"
"Europe","Belgium","1983-10-01",2392,"Female"
"Europe","Belgium","1983-11-01",2366,"Female"
"Europe","Belgium","1983-11-01",2262,"Female"
"Europe","Belgium","1983-12-01",2442,"Female"
"Europe","Belgium","1983-12-01",2334,"Female"
"Europe","Belgium","1984-01-01",2509,"Female"
"Europe","Belgium","1984-01-01",2398,"Female"
"Europe","Belgium","1984-02-01",2396,"Female"
"Europe","Belgium","1984-02-01",2290,"Female"
"Europe","Belgium","1984-03-01",2573,"Female"
"Europe","Belgium","1984-03-01",2459,"Female"
"Europe","Belgium","1984-04-01",2418,"Female"
"Europe","Belgium","1984-04-01",2311,"Female"
"Europe","Belgium","1984-05-01",2617,"Female"
"Europe","Belgium","1984-05-01",2502,"Female"
"Europe","Belgium","1984-06-01",2580,"Female"
"Europe","Belgium","1984-06-01",2466,"Female"
"Europe","Belgium","1984-07-01",2673,"Female"
"Europe","Belgium","1984-07-01",2556,"Female"
"Europe","Belgium","1984-08-01",2635,"Female"
"Europe","Belgium","1984-08-01",2518,"Female"
"Europe","Belgium","1984-09-01",2474,"Female"
"Europe","Belgium","1984-09-01",2365,"Female"
"Europe","Belgium","1984-10-01",2646,"Female"
"Europe","Belgium","1984-10-01",2529,"Female"
"Europe","Belgium","1984-11-01",2358,"Female"
"Europe","Belgium","1984-11-01",2254,"Female"
"Europe","Belgium","1984-12-01",2358,"Female"
"Europe","Belgium","1984-12-01",2255,"Female"
"Europe","Belgium","1985-01-01",2415,"Female"
"Europe","Belgium","1985-01-01",2309,"Female"
"Europe","Belgium","1985-02-01",2236,"Female"
"Europe","Belgium","1985-02-01",2138,"Female"
"Europe","Belgium","1985-03-01",2548,"Female"
"Europe","Belgium","1985-03-01",2436,"Female"
"Europe","Belgium","1985-04-01",2581,"Female"
"Europe","Belgium","1985-04-01",2468,"Female"
"Europe","Belgium","1985-05-01",2639,"Female"
"Europe","Belgium","1985-05-01",2523,"Female"
"Europe","Belgium","1985-06-01",2453,"Female"
"Europe","Belgium","1985-06-01",2345,"Female"
"Europe","Belgium","1985-07-01",2708,"Female"
"Europe","Belgium","1985-07-01",2589,"Female"
"Europe","Belgium","1985-08-01",2498,"Female"
"Europe","Belgium","1985-08-01",2389,"Female"
"Europe","Belgium","1985-09-01",2520,"Female"
"Europe","Belgium","1985-09-01",2410,"Female"
"Europe","Belgium","1985-10-01",2525,"Female"
"Europe","Belgium","1985-10-01",2414,"Female"
"Europe","Belgium","1985-11-01",2263,"Female"
"Europe","Belgium","1985-11-01",2164,"Female"
"Europe","Belgium","1985-12-01",2403,"Female"
"Europe","Belgium","1985-12-01",2298,"Female"
"Europe","Belgium","1986-01-01",2447,"Female"
"Europe","Belgium","1986-01-01",2340,"Female"
"Europe","Belgium","1986-02-01",2339,"Female"
"Europe","Belgium","1986-02-01",2237,"Female"
"Europe","Belgium","1986-03-01",2590,"Female"
"Europe","Belgium","1986-03-01",2477,"Female"
"Europe","Belgium","1986-04-01",2567,"Female"
"Europe","Belgium","1986-04-01",2455,"Female"
"Europe","Belgium","1986-05-01",2668,"Female"
"Europe","Belgium","1986-05-01",2552,"Female"
"Europe","Belgium","1986-06-01",2644,"Female"
"Europe","Belgium","1986-06-01",2528,"Female"
"Europe","Belgium","1986-07-01",2662,"Female"
"Europe","Belgium","1986-07-01",2546,"Female"
"Europe","Belgium","1986-08-01",2615,"Female"
"Europe","Belgium","1986-08-01",2501,"Female"
"Europe","Belgium","1986-09-01",2586,"Female"
"Europe","Belgium","1986-09-01",2473,"Female"
"Europe","Belgium","1986-10-01",2597,"Female"
"Europe","Belgium","1986-10-01",2484,"Female"
"Europe","Belgium","1986-11-01",2354,"Female"
"Europe","Belgium","1986-11-01",2251,"Female"
"Europe","Belgium","1986-12-01",2518,"Female"
"Europe","Belgium","1986-12-01",2408,"Female"
"Europe","Belgium","1987-01-01",2546,"Female"
"Europe","Belgium","1987-01-01",2437,"Female"
"Europe","Belgium","1987-02-01",2356,"Female"
"Europe","Belgium","1987-02-01",2254,"Female"
"Europe","Belgium","1987-03-01",2587,"Female"
"Europe","Belgium","1987-03-01",2475,"Female"
"Europe","Belgium","1987-04-01",2568,"Female"
"Europe","Belgium","1987-04-01",2457,"Female"
"Europe","Belgium","1987-05-01",2638,"Female"
"Europe","Belgium","1987-05-01",2524,"Female"
"Europe","Belgium","1987-06-01",2684,"Female"
"Europe","Belgium","1987-06-01",2568,"Female"
"Europe","Belgium","1987-07-01",2685,"Female"
"Europe","Belgium","1987-07-01",2569,"Female"
"Europe","Belgium","1987-08-01",2569,"Female"
"Europe","Belgium","1987-08-01",2459,"Female"
"Europe","Belgium","1987-09-01",2615,"Female"
"Europe","Belgium","1987-09-01",2503,"Female"
"Europe","Belgium","1987-10-01",2597,"Female"
"Europe","Belgium","1987-10-01",2485,"Female"
"Europe","Belgium","1987-11-01",2362,"Female"
"Europe","Belgium","1987-11-01",2261,"Female"
"Europe","Belgium","1987-12-01",2422,"Female"
"Europe","Belgium","1987-12-01",2318,"Female"
"Europe","Belgium","1988-01-01",2467,"Female"
"Europe","Belgium","1988-01-01",2361,"Female"
"Europe","Belgium","1988-02-01",2492,"Female"
"Europe","Belgium","1988-02-01",2385,"Female"
"Europe","Belgium","1988-03-01",2793,"Female"
"Europe","Belgium","1988-03-01",2674,"Female"
"Europe","Belgium","1988-04-01",2609,"Female"
"Europe","Belgium","1988-04-01",2497,"Female"
"Europe","Belgium","1988-05-01",2733,"Female"
"Europe","Belgium","1988-05-01",2617,"Female"
"Europe","Belgium","1988-06-01",2642,"Female"
"Europe","Belgium","1988-06-01",2529,"Female"
"Europe","Belgium","1988-07-01",2672,"Female"
"Europe","Belgium","1988-07-01",2558,"Female"
"Europe","Belgium","1988-08-01",2683,"Female"
"Europe","Belgium","1988-08-01",2569,"Female"
"Europe","Belgium","1988-09-01",2597,"Female"
"Europe","Belgium","1988-09-01",2486,"Female"
"Europe","Belgium","1988-10-01",2511,"Female"
"Europe","Belgium","1988-10-01",2403,"Female"
"Europe","Belgium","1988-11-01",2450,"Female"
"Europe","Belgium","1988-11-01",2346,"Female"
"Europe","Belgium","1988-12-01",2522,"Female"
"Europe","Belgium","1988-12-01",2415,"Female"
"Europe","Belgium","1989-01-01",2545,"Female"
"Europe","Belgium","1989-01-01",2437,"Female"
"Europe","Belgium","1989-02-01",2402,"Female"
"Europe","Belgium","1989-02-01",2301,"Female"
"Europe","Belgium","1989-03-01",2752,"Female"
"Europe","Belgium","1989-03-01",2635,"Female"
"Europe","Belgium","1989-04-01",2682,"Female"
"Europe","Belgium","1989-04-01",2568,"Female"
"Europe","Belgium","1989-05-01",2720,"Female"
"Europe","Belgium","1989-05-01",2605,"Female"
"Europe","Belgium","1989-06-01",2722,"Female"
"Europe","Belgium","1989-06-01",2607,"Female"
"Europe","Belgium","1989-07-01",2750,"Female"
"Europe","Belgium","1989-07-01",2633,"Female"
"Europe","Belgium","1989-08-01",2723,"Female"
"Europe","Belgium","1989-08-01",2608,"Female"
"Europe","Belgium","1989-09-01",2534,"Female"
"Europe","Belgium","1989-09-01",2427,"Female"
"Europe","Belgium","1989-10-01",2672,"Female"
"Europe","Belgium","1989-10-01",2559,"Female"
"Europe","Belgium","1989-11-01",2483,"Female"
"Europe","Belgium","1989-11-01",2378,"Female"
"Europe","Belgium","1989-12-01",2609,"Female"
"Europe","Belgium","1989-12-01",2498,"Female"
"Europe","Belgium","1990-01-01",2638,"Female"
"Europe","Belgium","1990-01-01",2527,"Female"
"Europe","Belgium","1990-02-01",2500,"Female"
"Europe","Belgium","1990-02-01",2395,"Female"
"Europe","Belgium","1990-03-01",2743,"Female"
"Europe","Belgium","1990-03-01",2628,"Female"
"Europe","Belgium","1990-04-01",2683,"Female"
"Europe","Belgium","1990-04-01",2571,"Female"
"Europe","Belgium","1990-05-01",2763,"Female"
"Europe","Belgium","1990-05-01",2647,"Female"
"Europe","Belgium","1990-06-01",2705,"Female"
"Europe","Belgium","1990-06-01",2592,"Female"
"Europe","Belgium","1990-07-01",2842,"Female"
"Europe","Belgium","1990-07-01",2723,"Female"
"Europe","Belgium","1990-08-01",2789,"Female"
"Europe","Belgium","1990-08-01",2672,"Female"
"Europe","Belgium","1990-09-01",2618,"Female"
"Europe","Belgium","1990-09-01",2508,"Female"
"Europe","Belgium","1990-10-01",2808,"Female"
"Europe","Belgium","1990-10-01",2690,"Female"
"Europe","Belgium","1990-11-01",2550,"Female"
"Europe","Belgium","1990-11-01",2443,"Female"
"Europe","Belgium","1990-12-01",2625,"Female"
"Europe","Belgium","1990-12-01",2514,"Female"
"Europe","Belgium","1991-01-01",2808,"Female"
"Europe","Belgium","1991-01-01",2691,"Female"
"Europe","Belgium","1991-02-01",2458,"Female"
"Europe","Belgium","1991-02-01",2355,"Female"
"Europe","Belgium","1991-03-01",2874,"Female"
"Europe","Belgium","1991-03-01",2753,"Female"
"Europe","Belgium","1991-04-01",2722,"Female"
"Europe","Belgium","1991-04-01",2609,"Female"
"Europe","Belgium","1991-05-01",2806,"Female"
"Europe","Belgium","1991-05-01",2689,"Female"
"Europe","Belgium","1991-06-01",2668,"Female"
"Europe","Belgium","1991-06-01",2556,"Female"
"Europe","Belgium","1991-07-01",2957,"Female"
"Europe","Belgium","1991-07-01",2833,"Female"
"Europe","Belgium","1991-08-01",2774,"Female"
"Europe","Belgium","1991-08-01",2659,"Female"
"Europe","Belgium","1991-09-01",2838,"Female"
"Europe","Belgium","1991-09-01",2720,"Female"
"Europe","Belgium","1991-10-01",2805,"Female"
"Europe","Belgium","1991-10-01",2688,"Female"
"Europe","Belgium","1991-11-01",2565,"Female"
"Europe","Belgium","1991-11-01",2458,"Female"
"Europe","Belgium","1991-12-01",2591,"Female"
"Europe","Belgium","1991-12-01",2482,"Female"
"Europe","Belgium","1992-01-01",2809,"Female"
"Europe","Belgium","1992-01-01",2692,"Female"
"Europe","Belgium","1992-02-01",2701,"Female"
"Europe","Belgium","1992-02-01",2588,"Female"
"Europe","Belgium","1992-03-01",2797,"Female"
"Europe","Belgium","1992-03-01",2681,"Female"
"Europe","Belgium","1992-04-01",2703,"Female"
"Europe","Belgium","1992-04-01",2590,"Female"
"Europe","Belgium","1992-05-01",2711,"Female"
"Europe","Belgium","1992-05-01",2599,"Female"
"Europe","Belgium","1992-06-01",2723,"Female"
"Europe","Belgium","1992-06-01",2610,"Female"
"Europe","Belgium","1992-07-01",2892,"Female"
"Europe","Belgium","1992-07-01",2772,"Female"
"Europe","Belgium","1992-08-01",2751,"Female"
"Europe","Belgium","1992-08-01",2636,"Female"
"Europe","Belgium","1992-09-01",2767,"Female"
"Europe","Belgium","1992-09-01",2652,"Female"
"Europe","Belgium","1992-10-01",2663,"Female"
"Europe","Belgium","1992-10-01",2553,"Female"
"Europe","Belgium","1992-11-01",2442,"Female"
"Europe","Belgium","1992-11-01",2341,"Female"
"Europe","Belgium","1992-12-01",2564,"Female"
"Europe","Belgium","1992-12-01",2458,"Female"
"Europe","Belgium","1993-01-01",2565,"Female"
"Europe","Belgium","1993-01-01",2458,"Female"
"Europe","Belgium","1993-02-01",2452,"Female"
"Europe","Belgium","1993-02-01",2350,"Female"
"Europe","Belgium","1993-03-01",2785,"Female"
"Europe","Belgium","1993-03-01",2670,"Female"
"Europe","Belgium","1993-04-01",2662,"Female"
"Europe","Belgium","1993-04-01",2551,"Female"
"Europe","Belgium","1993-05-01",2621,"Female"
"Europe","Belgium","1993-05-01",2513,"Female"
"Europe","Belgium","1993-06-01",2755,"Female"
"Europe","Belgium","1993-06-01",2641,"Female"
"Europe","Belgium","1993-07-01",2817,"Female"
"Europe","Belgium","1993-07-01",2701,"Female"
"Europe","Belgium","1993-08-01",2656,"Female"
"Europe","Belgium","1993-08-01",2546,"Female"
"Europe","Belgium","1993-09-01",2668,"Female"
"Europe","Belgium","1993-09-01",2558,"Female"
"Europe","Belgium","1993-10-01",2617,"Female"
"Europe","Belgium","1993-10-01",2509,"Female"
"Europe","Belgium","1993-11-01",2405,"Female"
"Europe","Belgium","1993-11-01",2306,"Female"
"Europe","Belgium","1993-12-01",2530,"Female"
"Europe","Belgium","1993-12-01",2425,"Female"
"Europe","Belgium","1994-01-01",2469,"Female"
"Europe","Belgium","1994-01-01",2366,"Female"
"Europe","Belgium","1994-02-01",2350,"Female"
"Europe","Belgium","1994-02-01",2253,"Female"
"Europe","Belgium","1994-03-01",2650,"Female"
"Europe","Belgium","1994-03-01",2541,"Female"
"Europe","Belgium","1994-04-01",2493,"Female"
"Europe","Belgium","1994-04-01",2389,"Female"
"Europe","Belgium","1994-05-01",2666,"Female"
"Europe","Belgium","1994-05-01",2556,"Female"
"Europe","Belgium","1994-06-01",2669,"Female"
"Europe","Belgium","1994-06-01",2558,"Female"
"Europe","Belgium","1994-07-01",2671,"Female"
"Europe","Belgium","1994-07-01",2560,"Female"
"Europe","Belgium","1994-08-01",2544,"Female"
"Europe","Belgium","1994-08-01",2438,"Female"
"Europe","Belgium","1994-09-01",2533,"Female"
"Europe","Belgium","1994-09-01",2428,"Female"
"Europe","Belgium","1994-10-01",2518,"Female"
"Europe","Belgium","1994-10-01",2413,"Female"
"Europe","Belgium","1994-11-01",2347,"Female"
"Europe","Belgium","1994-11-01",2249,"Female"
"Europe","Belgium","1994-12-01",2438,"Female"
"Europe","Belgium","1994-12-01",2337,"Female"
"Europe","Belgium","1995-01-01",2515,"Female"
"Europe","Belgium","1995-01-01",2411,"Female"
"Europe","Belgium","1995-02-01",2281,"Female"
"Europe","Belgium","1995-02-01",2187,"Female"
"Europe","Belgium","1995-03-01",2614,"Female"
"Europe","Belgium","1995-03-01",2506,"Female"
"Europe","Belgium","1995-04-01",2341,"Female"
"Europe","Belgium","1995-04-01",2244,"Female"
"Europe","Belgium","1995-05-01",2588,"Female"
"Europe","Belgium","1995-05-01",2481,"Female"
"Europe","Belgium","1995-06-01",2651,"Female"
"Europe","Belgium","1995-06-01",2541,"Female"
"Europe","Belgium","1995-07-01",2643,"Female"
"Europe","Belgium","1995-07-01",2533,"Female"
"Europe","Belgium","1995-08-01",2685,"Female"
"Europe","Belgium","1995-08-01",2574,"Female"
"Europe","Belgium","1995-09-01",2553,"Female"
"Europe","Belgium","1995-09-01",2447,"Female"
"Europe","Belgium","1995-10-01",2561,"Female"
"Europe","Belgium","1995-10-01",2455,"Female"
"Europe","Belgium","1995-11-01",2347,"Female"
"Europe","Belgium","1995-11-01",2251,"Female"
"Europe","Belgium","1995-12-01",2354,"Female"
"Europe","Belgium","1995-12-01",2257,"Female"
"Europe","Belgium","2001-01-01",2584,"Female"
"Europe","Belgium","2001-01-01",2480,"Female"
"Europe","Belgium","2001-02-01",2260,"Female"
"Europe","Belgium","2001-02-01",2170,"Female"
"Europe","Belgium","2001-03-01",2561,"Female"
"Europe","Belgium","2001-03-01",2459,"Female"
"Europe","Belgium","2001-04-01",2505,"Female"
"Europe","Belgium","2001-04-01",2405,"Female"
"Europe","Belgium","2001-05-01",2621,"Female"
"Europe","Belgium","2001-05-01",2517,"Female"
"Europe","Belgium","2001-06-01",2473,"Female"
"Europe","Belgium","2001-06-01",2374,"Female"
"Europe","Belgium","2001-07-01",2633,"Female"
"Europe","Belgium","2001-07-01",2528,"Female"
"Europe","Belgium","2001-08-01",2602,"Female"
"Europe","Belgium","2001-08-01",2498,"Female"
"Europe","Belgium","2001-09-01",2423,"Female"
"Europe","Belgium","2001-09-01",2326,"Female"
"Europe","Belgium","2001-10-01",2567,"Female"
"Europe","Belgium","2001-10-01",2465,"Female"
"Europe","Belgium","2001-11-01",2387,"Female"
"Europe","Belgium","2001-11-01",2291,"Female"
"Europe","Belgium","2001-12-01",2404,"Female"
"Europe","Belgium","2001-12-01",2309,"Female"
"Europe","Belgium","2002-01-01",2511,"Female"
"Europe","Belgium","2002-01-01",2413,"Female"
"Europe","Belgium","2002-02-01",2315,"Female"
"Europe","Belgium","2002-02-01",2225,"Female"
"Europe","Belgium","2002-03-01",2536,"Female"
"Europe","Belgium","2002-03-01",2437,"Female"
"Europe","Belgium","2002-04-01",2361,"Female"
"Europe","Belgium","2002-04-01",2268,"Female"
"Europe","Belgium","2002-05-01",2453,"Female"
"Europe","Belgium","2002-05-01",2357,"Female"
"Europe","Belgium","2002-06-01",2333,"Female"
"Europe","Belgium","2002-06-01",2241,"Female"
"Europe","Belgium","2002-07-01",2617,"Female"
"Europe","Belgium","2002-07-01",2514,"Female"
"Europe","Belgium","2002-08-01",2546,"Female"
"Europe","Belgium","2002-08-01",2447,"Female"
"Europe","Belgium","2002-09-01",2458,"Female"
"Europe","Belgium","2002-09-01",2362,"Female"
"Europe","Belgium","2002-10-01",2538,"Female"
"Europe","Belgium","2002-10-01",2438,"Female"
"Europe","Belgium","2002-11-01",2293,"Female"
"Europe","Belgium","2002-11-01",2203,"Female"
"Europe","Belgium","2002-12-01",2445,"Female"
"Europe","Belgium","2002-12-01",2349,"Female"
"Europe","Belgium","2004-01-01",2514,"Female"
"Europe","Belgium","2004-01-01",2419,"Female"
"Europe","Belgium","2004-02-01",2324,"Female"
"Europe","Belgium","2004-02-01",2237,"Female"
"Europe","Belgium","2004-03-01",2532,"Female"
"Europe","Belgium","2004-03-01",2437,"Female"
"Europe","Belgium","2004-04-01",2425,"Female"
"Europe","Belgium","2004-04-01",2333,"Female"
"Europe","Belgium","2004-05-01",2323,"Female"
"Europe","Belgium","2004-05-01",2236,"Female"
"Europe","Belgium","2004-06-01",2566,"Female"
"Europe","Belgium","2004-06-01",2469,"Female"
"Europe","Belgium","2004-07-01",2654,"Female"
"Europe","Belgium","2004-07-01",2555,"Female"
"Europe","Belgium","2004-08-01",2668,"Female"
"Europe","Belgium","2004-08-01",2568,"Female"
"Europe","Belgium","2004-09-01",2563,"Female"
"Europe","Belgium","2004-09-01",2466,"Female"
"Europe","Belgium","2004-10-01",2510,"Female"
"Europe","Belgium","2004-10-01",2416,"Female"
"Europe","Belgium","2004-11-01",2466,"Female"
"Europe","Belgium","2004-11-01",2374,"Female"
"Europe","Belgium","2004-12-01",2581,"Female"
"Europe","Belgium","2004-12-01",2483,"Female"
"Europe","Belgium","2007-01-01",2678,"Female"
"Europe","Belgium","2007-01-01",2582,"Female"
"Europe","Belgium","2007-02-01",2445,"Female"
"Europe","Belgium","2007-02-01",2357,"Female"
"Europe","Belgium","2007-03-01",2665,"Female"
"Europe","Belgium","2007-03-01",2569,"Female"
"Europe","Belgium","2007-04-01",2487,"Female"
"Europe","Belgium","2007-04-01",2397,"Female"
